City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Anito,PH,2022-05-15 00:31:51,12.4497,125.2886,84.38,72,96,9.6
291,Mitu,CO,2022-05-15 00:31:52,1.1983,-70.1733,72.9,98,99,1.54
292,San Rafael,AR,2022-05-15 00:28:50,-34.6177,-68.3301,50.92,33,98,4.85
293,Saint-Leu,RE,2022-05-15 00:31:52,-21.15,55.2833,68.86,74,40,11.81
294,Moranbah,AU,2022-05-15 00:31:53,-22.0016,148.0466,76.91,64,0,5.97
295,Alice Springs,AU,2022-05-15 00:31:41,-23.7,133.8833,69.22,32,40,8.05
296,Kuroishi,JP,2022-05-15 00:31:53,40.6389,140.5922,59.07,58,75,16.11
297,Baoying,CN,2022-05-15 00:31:54,33.2292,119.3092,69.08,31,100,5.21
298,Commerce,US,2022-05-15 00:30:18,34.0006,-118.1598,100.54,19,0,14.97
299,Dali,CN,2022-05-15 00:31:55,25.7,100.1833,62.65,88,100,4.47
300,Acapulco,MX,2022-05-15 00:31:55,16.8634,-99.8901,85.82,70,100,9.22
301,Itarema,BR,2022-05-15 00:31:56,-2.9248,-39.9167,78.3,88,39,12.06
302,Belaya Gora,RU,2022-05-15 00:31:56,68.5333,146.4167,24.78,82,100,6.31
303,Labrea,BR,2022-05-15 00:31:57,-7.2586,-64.7981,74.88,96,64,2.17
304,Barrhead,GB,2022-05-15 00:31:58,55.7992,-4.3929,50.02,89,53,1.14
305,Touros,BR,2022-05-15 00:31:58,-5.1989,-35.4608,78.33,87,23,11.18
306,Georgetown,MY,2022-05-15 00:28:25,5.4112,100.3354,82.33,93,20,2.3
307,Canton,CN,2022-05-15 00:31:59,23.1167,113.25,69.75,92,100,8.95
308,Bismarck,US,2022-05-15 00:30:07,46.8083,-100.7837,66.04,37,40,19.57
309,Vestmannaeyjar,IS,2022-05-15 00:32:00,63.4427,-20.2734,46.44,90,100,23.44
310,Ngunguru,NZ,2022-05-15 00:32:01,-35.6167,174.5,68.77,66,100,9.98
311,Viedma,AR,2022-05-15 00:30:27,-40.8135,-62.9967,50.07,57,6,16.06
312,Ossora,RU,2022-05-15 00:32:01,59.2353,163.0719,35.69,100,100,5.03
313,Lasa,IT,2022-05-15 00:32:02,46.6166,10.7002,59.88,91,56,1.72
314,Setermoen,NO,2022-05-15 00:32:02,68.861,18.3486,37.36,96,96,6.22
315,Hibbing,US,2022-05-15 00:32:03,47.4272,-92.9377,60.57,39,75,13.8
316,Byron Bay,AU,2022-05-15 00:32:16,-28.65,153.6167,71.71,83,59,1.52
317,Iquique,CL,2022-05-15 00:33:04,-20.2208,-70.1431,60.84,77,54,1.79
318,Bikramganj,IN,2022-05-15 00:33:04,25.2,84.25,89.91,53,28,8.32
319,Kuala Perlis,MY,2022-05-15 00:33:05,6.4,100.1333,82.38,78,59,1.41
320,Severo-Kurilsk,RU,2022-05-15 00:33:06,50.6789,156.125,39.06,92,100,25.97
321,Ewa Beach,US,2022-05-15 00:30:35,21.3156,-158.0072,84.15,46,40,14.97
322,Marfino,RU,2022-05-15 00:33:06,55.7028,37.3822,48.45,61,0,8.95
323,Semnan,IR,2022-05-15 00:33:07,35.5729,53.3971,60.03,39,0,0.83
324,Hurghada,EG,2022-05-15 00:33:08,27.2574,33.8129,76.46,49,1,19.95
325,Osmena,PH,2022-05-15 00:33:08,10.5208,119.9258,83.34,78,100,7.14
326,Hualmay,PE,2022-05-15 00:33:09,-11.0964,-77.6139,64.08,84,32,7.43
327,Atar,MR,2022-05-15 00:33:10,20.5169,-13.0499,90.27,13,89,7.52
328,Chenghai,CN,2022-05-15 00:33:10,23.4632,116.768,66.11,100,75,6.71
329,Carnarvon,AU,2022-05-15 00:33:11,-24.8667,113.6333,64.6,49,0,18.37
330,Belmonte,BR,2022-05-15 00:33:11,-15.8631,-38.8828,74.66,87,100,10.07
331,Jamame,SO,2022-05-15 00:33:12,0.0722,42.7506,77.2,86,19,7.05
332,Panzhihua,CN,2022-05-15 00:33:13,26.5851,101.7128,63.07,85,100,5.06
333,Tshikapa,CD,2022-05-15 00:33:14,-6.4167,20.8,77.56,58,97,1.61
334,Edea,CM,2022-05-15 00:33:14,3.8,10.1333,74.5,99,100,0.49
335,Bilma,NE,2022-05-15 00:33:15,18.6853,12.9164,80.4,20,0,13.73
336,Roald,NO,2022-05-15 00:33:16,62.5833,6.1333,48.76,100,100,11.5
337,Xushan,CN,2022-05-15 00:33:16,30.1764,121.2457,58.93,81,100,4.18
338,Tokur,RU,2022-05-15 00:33:17,53.1333,132.9,34.63,76,100,10.6
339,Mount Isa,AU,2022-05-15 00:31:33,-20.7333,139.5,74.97,46,0,9.22
340,San Quintin,MX,2022-05-15 00:33:18,30.4833,-115.95,69.57,57,0,9.66
341,Luanda,AO,2022-05-15 00:33:18,-8.8368,13.2343,75.2,88,0,2.3
342,Wajid,SO,2022-05-15 00:33:19,3.8093,43.2471,72.99,81,88,16.35
343,Sao Gabriel Da Cachoeira,BR,2022-05-15 00:33:20,-0.1303,-67.0892,74.57,98,97,0.67
344,Cidreira,BR,2022-05-15 00:33:21,-30.1811,-50.2056,63.64,94,100,4.54
345,Mehamn,NO,2022-05-15 00:33:22,71.0357,27.8492,31.91,92,100,6.73
346,Mayumba,GA,2022-05-15 00:33:23,-3.432,10.6554,76.96,93,100,5.14
347,Santa Fe,AR,2022-05-15 00:31:27,-31.6333,-60.7,62.02,73,69,5.01
348,Charlottetown,CA,2022-05-15 00:33:23,46.2352,-63.1267,44.2,96,0,3.0
349,Okhotsk,RU,2022-05-15 00:33:24,59.3833,143.3,37.4,93,100,19.15
350,Chifeng,CN,2022-05-15 00:33:24,42.2683,118.9636,62.55,23,6,14.47
351,Tiksi,RU,2022-05-15 00:29:36,71.6872,128.8694,17.19,88,27,5.61
352,Ancud,CL,2022-05-15 00:33:25,-41.8697,-73.8203,45.86,87,0,6.73
353,Portland,US,2022-05-15 00:33:26,45.5234,-122.6762,71.53,42,40,11.5
354,Miyako,JP,2022-05-15 00:33:26,39.6367,141.9525,57.74,53,100,4.52
355,Etaples,FR,2022-05-15 00:33:27,50.5219,1.6332,57.4,76,0,5.75
356,Aksarka,RU,2022-05-15 00:33:27,66.5606,67.7975,41.02,99,100,5.75
357,Pavilosta,LV,2022-05-15 00:33:28,56.8879,21.1859,44.51,93,2,9.08
358,Apiai,BR,2022-05-15 00:33:28,-24.5094,-48.8425,56.1,98,100,1.3
359,Naze,JP,2022-05-15 00:33:29,28.3667,129.4833,65.32,80,100,11.45
360,Sorong,ID,2022-05-15 00:33:30,-0.8833,131.25,82.6,75,75,5.19
361,Yuscaran,HN,2022-05-15 00:33:30,13.9333,-86.85,83.44,35,96,1.07
362,Kloulklubed,PW,2022-05-15 00:33:31,7.0419,134.2556,79.3,76,8,10.6
363,Asosa,ET,2022-05-15 00:33:32,10.0667,34.5333,66.72,73,100,4.18
364,Olafsvik,IS,2022-05-15 00:34:32,64.8945,-23.7142,40.98,89,100,20.18
365,Castrillon,ES,2022-05-15 00:34:33,43.3979,-6.7922,57.67,94,100,5.66
366,Guhagar,IN,2022-05-15 00:34:34,17.4842,73.1929,81.75,76,94,4.14
367,Uthal,PK,2022-05-15 00:34:35,25.8072,66.6219,80.19,87,12,3.8
368,Rakek,SI,2022-05-15 00:34:35,45.8133,14.3111,61.16,95,7,2.95
369,Pangnirtung,CA,2022-05-15 00:34:36,66.1451,-65.7125,11.35,95,42,5.26
370,Jand,PK,2022-05-15 00:34:37,33.4299,72.0193,88.14,8,81,7.23
371,Grand Gaube,MU,2022-05-15 00:34:37,-20.0064,57.6608,75.6,78,0,4.0
372,Gouyave,GD,2022-05-15 00:34:38,12.1646,-61.7296,79.57,83,20,20.71
373,Hay River,CA,2022-05-15 00:34:38,60.8156,-115.7999,44.58,61,75,16.11
374,Puerto Baquerizo Moreno,EC,2022-05-15 00:34:39,-0.9,-89.6,71.78,88,100,8.59
375,Jeremie,HT,2022-05-15 00:34:40,18.65,-74.1167,79.54,77,100,3.29
376,Zhigansk,RU,2022-05-15 00:34:40,66.7697,123.3711,27.84,60,13,10.04
377,Sivaki,RU,2022-05-15 00:34:41,52.6333,126.75,45.77,38,14,19.01
378,Elliot Lake,CA,2022-05-15 00:34:42,46.3834,-82.6331,58.14,91,100,3.11
379,Chimichagua,CO,2022-05-15 00:34:42,9.2578,-73.8123,77.14,90,99,2.46
380,Ulan-Ude,RU,2022-05-15 00:34:43,51.8261,107.6098,48.09,46,90,2.24
381,Metro,ID,2022-05-15 00:34:43,-5.1131,105.3067,81.0,79,64,3.89
382,Oussouye,SN,2022-05-15 00:34:44,12.485,-16.5469,77.18,78,1,9.48
383,Vila Praia De Ancora,PT,2022-05-15 00:34:45,41.811,-8.8526,61.32,94,81,15.73
384,Leesburg,US,2022-05-15 00:31:24,39.1157,-77.5636,69.91,89,100,5.75
385,Salinopolis,BR,2022-05-15 00:34:45,-0.6136,-47.3561,78.76,88,91,10.31
386,Ajaccio,FR,2022-05-15 00:34:46,42.0,8.9167,55.45,71,0,4.61
387,Egvekinot,RU,2022-05-15 00:34:47,66.3167,-179.1667,30.22,100,100,3.53
388,Hauterive,FR,2022-05-15 00:34:47,46.0901,3.4459,59.76,88,99,3.13
389,Nizhniye Sergi,RU,2022-05-15 00:34:48,56.6614,59.3033,43.34,93,100,5.95
390,Vilkaviskis,LT,2022-05-15 00:34:49,54.6517,23.0322,46.69,79,100,11.56
391,Fortuna,US,2022-05-15 00:34:49,40.5982,-124.1573,66.92,78,0,13.8
392,Fairbanks,US,2022-05-15 00:34:50,64.8378,-147.7164,49.96,67,75,0.0
393,Bosaso,SO,2022-05-15 00:34:50,11.2842,49.1816,83.66,48,0,5.59
394,Bredy,RU,2022-05-15 00:34:51,52.4153,60.3411,50.16,84,100,10.04
395,Srednekolymsk,RU,2022-05-15 00:34:52,67.45,153.6833,27.0,82,100,5.5
396,Boksitogorsk,RU,2022-05-15 00:34:52,59.474,33.8485,32.61,95,8,4.32
397,Alofi,NU,2022-05-15 00:34:53,-19.0595,-169.9187,78.69,61,96,11.5
398,Yerbogachen,RU,2022-05-15 00:34:53,61.2767,108.0108,59.31,46,31,3.4
399,Kil,SE,2022-05-15 00:34:54,59.5072,13.314,46.29,53,14,5.75
400,Dale,US,2022-05-15 00:34:55,38.1689,-86.99,75.72,94,100,13.8
401,Sinnamary,GF,2022-05-15 00:34:55,5.3833,-52.95,78.48,89,100,9.17
402,Moche,PE,2022-05-15 00:34:56,-8.1711,-79.0092,62.78,88,75,9.22
403,Lagoa,PT,2022-05-15 00:34:57,39.05,-27.9833,58.68,66,10,29.82
404,Praia Da Vitoria,PT,2022-05-15 00:34:57,38.7333,-27.0667,58.75,88,20,16.67
405,Antigonish,CA,2022-05-15 00:34:58,45.6169,-61.9986,44.15,94,16,1.99
406,Soe,ID,2022-05-15 00:34:59,-9.8607,124.284,77.38,66,38,2.21
407,Namibe,AO,2022-05-15 00:34:59,-15.1961,12.1522,70.9,68,0,3.8
408,Te Anau,NZ,2022-05-15 00:35:00,-45.4167,167.7167,56.5,70,18,0.54
409,Asau,RO,2022-05-15 00:36:00,46.4333,26.4,51.28,97,46,1.43
410,Santa Isabel,BR,2022-05-15 00:36:01,-23.3156,-46.2214,65.5,97,97,2.37
411,Magadan,RU,2022-05-15 00:36:01,59.5667,150.8,40.53,93,100,20.71
412,Tanggulangin,ID,2022-05-15 00:36:02,-7.4996,112.6999,80.56,94,20,4.61
413,Sept-Iles,CA,2022-05-15 00:35:28,50.2001,-66.3821,53.06,60,75,3.44
414,La Palma,US,2022-05-15 00:36:03,33.8464,-118.0467,98.87,27,0,14.97
415,Labuhan,ID,2022-05-15 00:36:04,-6.8844,112.2051,82.27,81,100,4.72
416,Ambilobe,MG,2022-05-15 00:36:04,-13.2,49.05,66.38,90,0,3.74
417,Muravlenko,RU,2022-05-15 00:36:05,63.7898,74.523,51.84,89,99,7.7
418,Ayan,RU,2022-05-15 00:36:05,56.45,138.1667,36.0,92,100,16.6
419,Choix,MX,2022-05-15 00:36:06,26.7092,-108.3219,93.47,14,97,8.05
420,Celestun,MX,2022-05-15 00:36:07,20.8667,-90.4,78.35,67,0,17.22
421,Hamilton,US,2022-05-15 00:36:03,39.1834,-84.5333,66.97,93,75,12.66
422,Bagepalli,IN,2022-05-15 00:36:07,13.7847,77.7931,74.52,80,100,9.48
423,Ohafia,NG,2022-05-15 00:36:08,5.6167,7.8333,73.04,94,39,3.0
424,Hambantota,LK,2022-05-15 00:36:09,6.1241,81.1185,77.34,100,40,3.44
425,Chuguyevka,RU,2022-05-15 00:36:09,44.1653,133.8633,53.83,49,9,12.75
426,Taveta,KE,2022-05-15 00:36:10,-3.3963,37.6736,66.47,90,90,2.8
427,Hobyo,SO,2022-05-15 00:36:11,5.3505,48.5268,80.24,82,13,23.6
428,Kirakira,SB,2022-05-15 00:36:12,-10.4544,161.9205,85.24,69,98,4.61
429,Maragogi,BR,2022-05-15 00:34:00,-9.0122,-35.2225,76.75,88,71,8.86
430,Kijang,KR,2022-05-15 00:36:13,35.2442,129.2139,64.13,37,100,6.87
431,Jackson,US,2022-05-15 00:36:14,42.4165,-122.8345,73.4,51,20,6.91
432,Vaitape,PF,2022-05-15 00:36:14,-16.5167,-151.75,81.72,65,0,11.9
433,Cayenne,GF,2022-05-15 00:36:15,4.9333,-52.3333,82.09,1,75,4.0
434,Quatre Cocos,MU,2022-05-15 00:36:15,-20.2078,57.7625,75.31,78,13,10.63
435,Waitara,NZ,2022-05-15 00:36:16,-38.925,174.25,65.5,93,100,20.6
436,Tobol,KZ,2022-05-15 00:36:16,52.6844,62.5794,50.34,76,67,7.16
437,Vydrino,RU,2022-05-15 00:36:17,51.485,104.8461,51.17,49,13,3.24
438,Ugoofaaru,MV,2022-05-15 00:36:18,5.6667,73.0,83.82,73,100,21.43
439,Akdepe,TM,2022-05-15 00:36:19,42.0551,59.3788,57.29,32,1,7.09
440,Cartagena,CO,2022-05-15 00:34:55,10.3997,-75.5144,83.82,84,75,5.75
441,Jardim,BR,2022-05-15 00:36:19,-21.4803,-56.1381,67.84,98,95,2.62
442,Port Hedland,AU,2022-05-15 00:36:20,-20.3167,118.5667,75.25,41,3,18.41
443,Rosetta,EG,2022-05-15 00:36:20,31.4044,30.4164,65.7,75,0,13.65
444,Penzance,GB,2022-05-15 00:36:21,50.1186,-5.5371,52.48,87,100,10.67
445,Sioux Lookout,CA,2022-05-15 00:36:22,50.1001,-91.917,53.67,58,40,12.66
446,Isangel,VU,2022-05-15 00:36:22,-19.55,169.2667,82.51,61,20,9.22
447,Abu Dhabi,AE,2022-05-15 00:36:24,24.4667,54.3667,76.96,65,0,4.61
448,Lata,PT,2022-05-15 00:36:24,40.1629,-8.3327,59.04,92,62,4.7
449,Kensington,AU,2022-05-15 00:36:25,-33.9167,151.2167,74.12,79,75,8.05
450,Manzini,SZ,2022-05-15 00:36:25,-26.25,31.5,61.92,96,100,4.07
451,Narsaq,GL,2022-05-15 00:36:26,60.9167,-46.05,39.42,79,100,2.91
452,Yarke Pole,UA,2022-05-15 00:36:27,45.608,34.3172,52.5,91,6,7.27
453,Hendersonville,US,2022-05-15 00:32:54,36.3048,-86.62,84.58,90,46,2.62
454,Harper,LR,2022-05-15 00:36:28,4.375,-7.7169,77.68,86,96,2.64
455,Kudinovo,RU,2022-05-15 00:36:28,54.9994,36.2533,41.61,90,100,5.99
456,Cabo San Lucas,MX,2022-05-15 00:37:29,22.8909,-109.9124,94.3,32,40,16.11
457,Sambava,MG,2022-05-15 00:37:29,-14.2667,50.1667,73.26,76,35,13.58
458,Bam,IR,2022-05-15 00:33:06,29.106,58.357,66.09,36,4,15.66
459,Seydi,TM,2022-05-15 00:37:30,39.4816,62.9137,66.61,29,0,9.82
460,Camacha,PT,2022-05-15 00:37:31,33.0833,-16.3333,62.02,88,20,4.61
461,Mosquera,CO,2022-05-15 00:37:32,4.7059,-74.2302,57.29,94,40,4.61
462,Porto Santo,PT,2022-05-15 00:37:32,33.072,-16.3415,64.78,88,20,4.61
463,Dezhou,CN,2022-05-15 00:37:33,37.4486,116.2925,71.94,23,7,7.29
464,Pangody,RU,2022-05-15 00:37:34,65.85,74.4859,43.03,90,100,10.07
465,Narrabri,AU,2022-05-15 00:37:35,-30.3167,149.7833,76.51,71,100,1.99
466,Katete,UG,2022-05-15 00:37:35,-0.7818,29.7544,60.39,82,10,3.49
467,Awash,ET,2022-05-15 00:37:36,8.9833,40.1667,72.9,51,96,4.5
468,Margate,GB,2022-05-15 00:37:37,51.3813,1.3862,57.31,87,52,10.51
469,Celmira,PA,2022-05-15 00:37:37,8.5433,-82.8028,77.92,96,100,3.18
470,Yeppoon,AU,2022-05-15 00:37:38,-23.1333,150.7333,74.98,76,7,4.79
471,Omboue,GA,2022-05-15 00:37:39,-1.5746,9.2618,77.83,92,100,4.54
472,Eyl,SO,2022-05-15 00:37:39,7.9803,49.8164,82.29,71,12,15.05
473,Pundaguitan,PH,2022-05-15 00:37:40,6.3711,126.1689,80.94,79,100,8.5
474,Pitea,SE,2022-05-15 00:37:40,65.3172,21.4794,42.89,80,57,9.71
475,Seaham,GB,2022-05-15 00:35:09,54.839,-1.3458,49.89,81,68,2.04
476,Los Barrios,ES,2022-05-15 00:37:41,36.1848,-5.4921,64.24,82,100,5.75
477,Bud,US,2022-05-15 00:37:42,39.447,-86.1758,68.02,85,100,4.27
478,Tarko-Sale,RU,2022-05-15 00:37:42,64.9225,77.785,54.39,79,100,10.36
479,Ghatal,IN,2022-05-15 00:37:43,22.6667,87.7167,85.57,74,94,17.52
480,Saint-Ambroise,CA,2022-05-15 00:37:43,48.5501,-71.3324,73.22,37,100,5.75
481,Port Lavaca,US,2022-05-15 00:37:44,28.615,-96.6261,84.31,62,0,14.97
482,Conneaut,US,2022-05-15 00:37:45,41.9476,-80.5542,72.72,66,100,0.58
483,Nikki,BJ,2022-05-15 00:37:45,9.9401,3.2108,77.72,78,11,4.92
484,Natal,BR,2022-05-15 00:37:46,-5.795,-35.2094,79.02,94,40,5.75
485,Marystown,CA,2022-05-15 00:37:47,47.1666,-55.1483,42.85,100,89,4.34
486,Narathiwat,TH,2022-05-15 00:37:47,6.3333,101.75,82.11,83,100,3.0
487,Maniitsoq,GL,2022-05-15 00:37:49,65.4167,-52.9,27.43,63,80,9.06
488,Miri,MY,2022-05-15 00:37:49,4.4148,114.0089,84.34,94,40,2.3
489,Brigg,GB,2022-05-15 00:37:50,53.552,-0.4921,55.94,88,14,2.3
490,Comodoro Rivadavia,AR,2022-05-15 00:37:51,-45.8667,-67.5,42.66,56,0,5.75
491,Salalah,OM,2022-05-15 00:37:51,17.0151,54.0924,82.49,61,3,2.3
492,Talnakh,RU,2022-05-15 00:37:52,69.4865,88.3972,35.82,100,100,5.99
493,Sitka,US,2022-05-15 00:36:38,57.0531,-135.33,49.89,66,100,10.36
494,Leshukonskoye,RU,2022-05-15 00:37:53,64.8989,45.7622,44.58,97,94,6.71
495,Miguel Calmon,BR,2022-05-15 00:37:53,-11.4289,-40.595,68.54,84,100,4.92
496,Dubovka,RU,2022-05-15 00:37:54,49.0583,44.829,49.15,93,100,6.42
497,Malpura,IN,2022-05-15 00:37:54,26.2833,75.3833,88.16,26,0,9.08
498,Half Moon Bay,US,2022-05-15 00:37:17,37.4636,-122.4286,84.88,72,20,24.16
499,Beloha,MG,2022-05-15 00:37:55,-25.1667,45.05,63.86,94,3,5.57
500,Zyryanka,RU,2022-05-15 00:37:56,65.75,150.85,28.63,82,100,7.0
501,Airai,TL,2022-05-15 00:37:57,-8.9266,125.4092,69.67,75,71,1.63
502,Luganville,VU,2022-05-15 00:37:57,-15.5333,167.1667,79.92,71,96,8.37
503,Kutum,SD,2022-05-15 00:37:59,14.2,24.6667,77.47,44,88,7.23
504,Non Sang,TH,2022-05-15 00:37:59,16.8687,102.5664,85.55,65,76,2.48
505,Kiama,AU,2022-05-15 00:36:57,-34.6833,150.8667,73.26,86,71,3.62
506,Pemberton,CA,2022-05-15 00:39:00,50.3164,-122.8027,56.89,97,100,5.03
507,Dovolnoye,RU,2022-05-15 00:39:01,54.4958,79.6671,61.27,77,100,5.08
508,Sanchursk,RU,2022-05-15 00:39:01,56.9413,47.2499,41.34,98,36,7.72
509,Laguna,US,2022-05-15 00:39:02,38.421,-121.4238,92.14,20,0,11.5
510,Tamiahua,MX,2022-05-15 00:39:03,21.2667,-97.45,78.98,71,36,10.16
511,Bani,DO,2022-05-15 00:39:04,18.2833,-70.3333,80.85,84,100,8.66
512,Fatezh,RU,2022-05-15 00:35:18,52.0891,35.8632,48.18,94,81,9.35
513,Clive,US,2022-05-15 00:39:04,41.603,-93.7241,82.94,30,75,5.75
514,Bansi,IN,2022-05-15 00:39:05,27.1833,82.9333,86.65,50,0,11.61
515,Xiaoyi,CN,2022-05-15 00:39:05,34.6178,109.703,60.17,47,100,5.5
516,Voh,NC,2022-05-15 00:39:06,-20.9667,164.7,83.41,53,74,3.2
517,Anuradhapura,LK,2022-05-15 00:39:06,8.3565,80.4173,75.4,94,100,13.33
518,Amuntai,ID,2022-05-15 00:39:07,-2.4177,115.2494,80.96,79,99,2.04
519,Pjanici,BA,2022-05-15 00:39:07,44.9836,15.8228,55.6,87,16,1.57
520,Berezovyy,RU,2022-05-15 00:39:08,51.6667,135.7,47.05,58,100,6.04
521,Yar-Sale,RU,2022-05-15 00:39:09,66.8333,70.8333,35.22,100,100,5.66
522,College,US,2022-05-15 00:39:03,64.8569,-147.8028,49.95,66,75,1.01
523,Kieta,PG,2022-05-15 00:39:09,-6.2167,155.6333,85.21,67,27,4.32
524,Imeni Morozova,RU,2022-05-15 00:39:10,59.9757,31.0376,44.94,1,42,6.76
525,Ler,SS,2022-05-15 00:39:11,8.3018,30.1418,80.26,57,10,2.71
526,Tabou,CI,2022-05-15 00:39:11,4.423,-7.3528,77.77,88,100,2.93
527,Snasa,NO,2022-05-15 00:39:12,64.2457,12.3778,39.69,88,100,12.75
528,Ayagoz,KZ,2022-05-15 00:39:14,47.9714,80.4392,58.35,76,100,13.29
529,Russell,US,2022-05-15 00:39:15,32.3502,-85.1999,76.96,74,0,0.0
530,Kodinsk,RU,2022-05-15 00:39:16,58.6881,99.1844,62.35,36,100,3.47
531,Marquette,US,2022-05-15 00:39:16,46.5333,-87.6335,72.84,84,96,5.19
532,Yulara,AU,2022-05-15 00:39:17,-25.2406,130.9889,64.24,72,40,12.66
533,Trunovskoye,RU,2022-05-15 00:39:18,45.4878,42.1358,58.5,83,26,8.12
534,Tucuman,AR,2022-05-15 00:37:10,-26.8241,-65.2226,60.8,94,75,0.0
535,Fukuma,JP,2022-05-15 00:39:19,33.7667,130.4667,67.28,58,100,8.43
536,Vangaindrano,MG,2022-05-15 00:39:20,-23.35,47.6,68.97,82,78,2.26
537,Tecoanapa,MX,2022-05-15 00:39:20,16.5167,-98.75,84.27,70,100,9.08
538,Ust-Tsilma,RU,2022-05-15 00:39:21,65.441,52.1498,45.52,93,100,4.81
539,High Level,CA,2022-05-15 00:39:21,58.5169,-117.136,59.11,58,40,8.05
540,San Cristobal,VE,2022-05-15 00:39:22,7.7669,-72.225,75.38,91,96,2.77
541,Thai Binh,VN,2022-05-15 00:39:22,20.45,106.3333,76.96,95,100,5.93
542,Pervomayskoye,RU,2022-05-15 00:39:23,43.919,46.7102,55.9,66,8,7.43
543,Tura,IN,2022-05-15 00:39:24,25.5198,90.2201,76.41,96,86,8.28
